additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor,property_type,transaction_type
0,6,2,0,1580,1,3,3,1549,South,5 out of 12,Magarpatta,Old,3,Park,Leasehold,2020-05-17,148520,94,"Greene, Parker and Hill",No,Ready to Move,8,Row House,Sale
1,4,2,0,741,1,2,2,720,South,5 out of 12,Bhekrai Nagar,New,2,Garden,Freehold,2021-09-01,46683,63,"Wolfe, Brooks and Davila",No,Ready to Move,3,Apartment,Rent
0,1,5,2,1417,3,1,1,1383,North,1 out of 5,Dhomkeel,Old,1,Garden,Freehold,2022-01-13,113360,80,Williams-Estes,Yes,Under Construction,3,Villa,Sale
2,3,1,0,890,0,3,3,817,West,1 out of 5,Kharadi,New,3,Main Road,Leasehold,2021-10-20,133500,150,"Cunningham, Cruz and Hoffman",Yes,Under Construction,1,Villa,Sale
0,1,4,1,654,2,2,2,610,East,2 out of 10,Bhekrai Nagar,New,3,Main Road,Freehold,2022-06-24,68016,104,Smith-Rodriguez,No,Ready to Move,3,Apartment,Rent
2,7,1,0,1208,3,4,4,1153,East,Ground,NIBM,Old,1,Park,Leasehold,2022-01-14,83352,69,"Lawson, Davis and Thomas",No,Ready to Move,11,Villa,Rent
0,5,1,1,733,0,1,1,680,East,2 out of 10,Undri,Old,3,Park,Leasehold,2023-04-11,63038,86,"Barnett, Gibson and Knight",No,Under Construction,1,Apartment,Sale
1,2,2,2,1494,0,1,1,1451,East,5 out of 12,Hadapsar,Old,2,Park,Freehold,2024-05-22,221112,148,Schultz Group,No,Ready to Move,2,Row House,Sale
2,9,2,1,543,3,2,2,498,West,1 out of 5,Dhomkeel,New,2,Park,Freehold,2021-07-13,52671,97,"Maddox, Ward and Wallace",No,Under Construction,2,Villa,Sale
1,7,3,1,1478,3,1,1,1433,East,Ground,Wagholi,New,1,Main Road,Leasehold,2020-03-24,133020,90,"Edwards, Gilbert and Fitzgerald",No,Under Construction,6,Row House,Rent
1,3,4,1,590,1,3,3,543,East,5 out of 12,Viman Nagar,Old,2,Garden,Freehold,2023-06-26,30680,52,Taylor and Sons,No,Under Construction,4,Row House,Rent
2,0,1,2,1549,2,2,2,1522,West,5 out of 12,Alandi,New,1,Garden,Freehold,2024-07-06,171939,111,Fowler-Stevens,No,Ready to Move,9,Row House,Rent
0,5,5,0,1179,3,2,2,1097,East,2 out of 10,Undri,New,2,Park,Freehold,2020-01-17,82530,70,"Gomez, Jackson and Castro",No,Ready to Move,3,Villa,Sale
2,9,2,0,569,2,3,3,534,East,5 out of 12,Bhekrai Nagar,Old,1,Garden,Leasehold,2024-08-15,42675,75,Beck-Jenkins,Yes,Ready to Move,8,Apartment,Rent
2,2,4,1,723,0,4,4,645,North,1 out of 5,Alandi,New,2,Garden,Leasehold,2020-09-27,61455,85,Martinez PLC,Yes,Ready to Move,3,Apartment,Sale
0,2,5,2,1396,3,2,2,1304,West,5 out of 12,NIBM,Old,1,Park,Leasehold,2021-08-16,115868,83,"Kelly, Rodgers and Williams",No,Under Construction,3,Apartment,Sale
2,7,2,1,1824,0,2,2,1788,North,1 out of 5,Kharadi,Old,3,Main Road,Freehold,2022-03-25,200640,110,Wilson-Tucker,Yes,Under Construction,9,Apartment,Rent
2,7,3,2,1602,0,3,3,1560,North,1 out of 5,Hadapsar,New,2,Park,Freehold,2020-08-19,131364,82,Molina-Holmes,Yes,Ready to Move,4,Villa,Rent
1,3,3,2,846,0,2,2,775,South,1 out of 5,Wagholi,Old,2,Main Road,Leasehold,2024-09-06,72756,86,Ramsey Group,Yes,Ready to Move,11,Apartment,Rent
1,6,2,1,763,3,1,1,679,East,5 out of 12,Undri,Old,2,Main Road,Leasehold,2020-08-21,41965,55,"Anthony, Wright and Phillips",Yes,Ready to Move,1,Row House,Rent
2,8,3,2,783,3,4,4,751,North,2 out of 10,Hadapsar,Old,2,Garden,Leasehold,2022-09-08,50895,65,King-Medina,No,Under Construction,11,Row House,Rent
1,2,1,0,1943,2,3,3,1873,North,5 out of 12,Hadapsar,New,2,Main Road,Freehold,2022-10-18,182642,94,Lester Inc,No,Under Construction,1,Row House,Sale
1,9,2,0,1237,1,3,3,1178,East,1 out of 5,Kharadi,New,2,Garden,Freehold,2022-01-17,150914,122,Dickerson-Taylor,No,Ready to Move,12,Villa,Sale
2,1,4,1,1983,2,2,2,1954,South,2 out of 10,Viman Nagar,New,1,Main Road,Freehold,2021-11-02,228045,115,"Todd, Rodriguez and Liu",Yes,Under Construction,5,Apartment,Rent
2,2,5,1,485,2,2,2,454,East,Ground,Kharadi,Old,3,Main Road,Leasehold,2023-12-24,26190,54,"Martinez, Munoz and Collins",No,Under Construction,6,Villa,Rent
2,3,4,1,957,1,4,4,901,North,5 out of 12,NIBM,New,2,Main Road,Freehold,2022-10-27,104313,109,Mcdaniel-Brown,Yes,Ready to Move,1,Row House,Sale
2,7,5,1,897,0,4,4,808,South,5 out of 12,Manjari,Old,2,Park,Freehold,2021-05-19,74451,83,Nelson Inc,No,Under Construction,5,Villa,Sale
1,1,1,2,1437,2,4,4,1368,South,Ground,Bhekrai Nagar,New,3,Park,Leasehold,2022-11-20,215550,150,"Barnes, Smith and Reed",Yes,Under Construction,12,Row House,Rent
1,3,2,2,966,3,2,2,922,East,Ground,Hadapsar,Old,2,Garden,Leasehold,2022-01-28,82110,85,Parker-Hansen,Yes,Ready to Move,2,Apartment,Rent
0,5,1,0,1336,2,2,2,1254,West,5 out of 12,Manjari,New,3,Main Road,Freehold,2023-08-14,108216,81,Crawford Inc,No,Ready to Move,5,Row House,Sale
2,1,4,0,988,0,4,4,893,North,Ground,NIBM,New,2,Garden,Leasehold,2023-11-23,59280,60,Ortega-Johnson,Yes,Under Construction,6,Villa,Sale
0,1,1,2,810,3,1,1,724,South,2 out of 10,Hadapsar,New,2,Main Road,Freehold,2022-03-12,107730,133,King and Sons,Yes,Ready to Move,6,Apartment,Sale
2,9,5,0,1387,3,1,1,1306,West,5 out of 12,Kharadi,New,2,Main Road,Freehold,2020-09-01,128991,93,"Barron, Mclean and Ortega",No,Ready to Move,10,Row House,Sale
1,0,4,2,1096,3,2,2,1043,South,Ground,Wagholi,Old,1,Park,Freehold,2024-02-08,80008,73,Salinas-Jordan,No,Ready to Move,6,Row House,Rent
2,1,2,2,640,3,3,3,559,North,1 out of 5,Undri,Old,2,Garden,Leasehold,2023-10-25,85760,134,Miller Group,No,Ready to Move,3,Villa,Rent
2,4,4,0,935,2,1,1,898,West,1 out of 5,Manjari,New,1,Main Road,Freehold,2023-07-05,92565,99,"Fernandez, Miller and Liu",No,Ready to Move,5,Row House,Rent
2,8,4,1,849,3,3,3,776,South,2 out of 10,Alandi,Old,1,Park,Leasehold,2024-01-13,78108,92,Black Ltd,Yes,Under Construction,9,Villa,Rent
0,7,1,1,1838,0,4,4,1780,West,Ground,Undri,Old,2,Garden,Freehold,2022-07-07,124984,68,Carey-Fisher,No,Under Construction,9,Villa,Rent
1,0,2,2,1315,2,4,4,1239,North,5 out of 12,Alandi,New,3,Main Road,Leasehold,2022-07-16,144650,110,"Horn, Figueroa and Chavez",Yes,Under Construction,12,Apartment,Rent
1,0,4,0,540,2,1,1,453,South,1 out of 5,Manjari,New,3,Park,Freehold,2024-05-27,79920,148,Miller PLC,Yes,Under Construction,3,Row House,Rent
0,6,2,1,1142,3,2,2,1045,East,1 out of 5,Undri,Old,1,Main Road,Freehold,2024-05-27,134756,118,"Morton, Page and Walsh",No,Under Construction,3,Row House,Sale
2,9,3,2,535,3,3,3,485,North,1 out of 5,Hadapsar,Old,2,Park,Leasehold,2021-08-23,56710,106,Garcia Group,No,Ready to Move,9,Apartment,Sale
1,0,1,2,1568,2,2,2,1477,West,5 out of 12,Kharadi,New,1,Main Road,Freehold,2022-05-28,87808,56,Hubbard and Sons,Yes,Under Construction,2,Villa,Rent
1,6,4,2,907,0,2,2,837,North,2 out of 10,Alandi,New,3,Main Road,Leasehold,2023-02-28,69839,77,Perez-Werner,Yes,Under Construction,8,Apartment,Sale
1,6,5,1,1113,2,1,1,1023,East,2 out of 10,Bhekrai Nagar,Old,1,Park,Leasehold,2024-07-31,158046,142,"Richardson, Rice and Francis",No,Under Construction,10,Villa,Rent
0,4,3,0,974,1,3,3,913,North,Ground,Kondhwa,Old,2,Garden,Leasehold,2022-07-30,123698,127,Webster Inc,No,Ready to Move,9,Row House,Sale
0,5,2,1,1977,0,4,4,1890,East,5 out of 12,Alandi,Old,2,Main Road,Leasehold,2022-03-27,181884,92,Humphrey-Brown,Yes,Ready to Move,11,Row House,Sale
1,5,2,1,1511,1,3,3,1450,East,Ground,Magarpatta,New,3,Park,Freehold,2023-05-08,173765,115,Andrews LLC,No,Under Construction,4,Row House,Sale
2,5,3,1,1832,2,4,4,1775,South,2 out of 10,NIBM,New,3,Park,Freehold,2021-04-05,146560,80,Ross Group,Yes,Ready to Move,6,Villa,Rent
2,3,3,1,1481,3,2,2,1452,North,2 out of 10,Manjari,New,1,Park,Freehold,2023-06-30,93303,63,"Orozco, Watson and Cooper",No,Under Construction,2,Row House,Rent
0,8,2,1,1900,1,2,2,1850,South,1 out of 5,Kondhwa,New,3,Park,Freehold,2022-04-25,138700,73,Smith-Taylor,Yes,Under Construction,1,Apartment,Rent
0,1,5,1,591,1,3,3,558,South,1 out of 5,Kharadi,Old,3,Garden,Leasehold,2023-12-01,39597,67,"Morales, Davis and Mckinney",No,Under Construction,1,Villa,Sale
0,0,1,2,903,1,2,2,803,West,1 out of 5,Hadapsar,Old,1,Main Road,Freehold,2021-09-13,104748,116,Smith PLC,Yes,Ready to Move,5,Villa,Sale
1,2,4,2,1296,3,1,1,1266,North,5 out of 12,Kondhwa,New,2,Garden,Leasehold,2023-07-24,189216,146,"Simpson, Reyes and Ward",No,Under Construction,12,Villa,Rent
0,8,2,0,1258,0,3,3,1234,South,Ground,Manjari,New,1,Main Road,Leasehold,2023-09-15,152218,121,"Baker, Berry and Robbins",Yes,Ready to Move,11,Row House,Rent
0,2,2,2,1262,2,2,2,1165,West,1 out of 5,NIBM,New,2,Garden,Leasehold,2023-05-21,121152,96,Mccoy-Ritter,No,Ready to Move,6,Apartment,Rent
1,9,5,0,1231,2,1,1,1152,West,1 out of 5,Kondhwa,Old,2,Main Road,Leasehold,2024-12-31,104635,85,Murphy and Sons,No,Under Construction,4,Villa,Sale
0,5,4,1,1141,0,4,4,1108,East,Ground,Bhekrai Nagar,Old,3,Main Road,Leasehold,2023-11-28,139202,122,Thompson Inc,No,Ready to Move,10,Villa,Sale
2,9,3,2,1447,3,1,1,1411,West,2 out of 10,Wagholi,Old,3,Main Road,Leasehold,2024-03-03,108525,75,Hinton LLC,Yes,Under Construction,11,Villa,Sale
2,6,3,2,984,3,4,4,961,West,Ground,Alandi,Old,3,Garden,Leasehold,2020-10-28,108240,110,Butler Inc,No,Ready to Move,3,Apartment,Rent
1,8,3,0,1874,3,1,1,1843,West,Ground,Alandi,New,2,Garden,Freehold,2022-12-02,271730,145,Acosta Ltd,Yes,Under Construction,6,Villa,Rent
0,5,3,2,1219,2,1,1,1150,East,1 out of 5,Undri,New,1,Park,Leasehold,2024-07-30,60950,50,Walker-Hernandez,Yes,Ready to Move,4,Apartment,Sale
0,10,4,0,1926,1,4,4,1890,North,2 out of 10,Undri,New,2,Garden,Freehold,2023-11-15,227268,118,"Johnson, Weiss and Gentry",No,Ready to Move,7,Apartment,Rent
1,4,2,1,695,0,2,2,602,North,1 out of 5,Viman Nagar,Old,2,Garden,Leasehold,2024-05-24,47955,69,Robinson Group,Yes,Ready to Move,7,Apartment,Rent
1,2,4,0,564,0,1,1,527,East,5 out of 12,Wagholi,New,3,Park,Freehold,2020-05-06,58656,104,Sanchez-Mcintyre,Yes,Ready to Move,6,Apartment,Rent
1,10,4,1,1861,0,4,4,1809,East,1 out of 5,Hadapsar,Old,2,Main Road,Leasehold,2021-01-10,147019,79,"Davis, Nielsen and Bowers",No,Under Construction,9,Row House,Sale
2,1,5,2,1465,3,4,4,1402,South,5 out of 12,Manjari,New,3,Garden,Leasehold,2025-02-03,83505,57,Rivera-Sanchez,No,Under Construction,9,Row House,Sale
2,5,2,1,1759,3,1,1,1703,West,5 out of 12,NIBM,Old,3,Main Road,Leasehold,2021-10-27,133684,76,Cruz Ltd,Yes,Under Construction,5,Apartment,Sale
2,3,1,2,1072,2,2,2,995,West,1 out of 5,NIBM,Old,3,Park,Freehold,2023-08-12,92192,86,"Cervantes, Santos and Molina",Yes,Under Construction,11,Villa,Rent
0,7,2,1,935,3,4,4,908,East,Ground,Alandi,Old,1,Park,Freehold,2021-07-07,96305,103,"Woods, Martin and Martinez",Yes,Under Construction,7,Apartment,Rent
2,2,4,2,1876,0,4,4,1793,East,Ground,Hadapsar,New,3,Garden,Freehold,2023-09-08,226996,121,Gutierrez-Herrera,Yes,Under Construction,12,Villa,Rent
1,0,5,0,527,3,1,1,442,North,Ground,NIBM,New,3,Main Road,Freehold,2024-09-24,43741,83,Montgomery PLC,No,Ready to Move,3,Villa,Rent
1,1,5,1,1307,3,1,1,1216,South,2 out of 10,Kondhwa,New,3,Main Road,Freehold,2021-05-10,111095,85,York and Sons,Yes,Under Construction,3,Row House,Sale
2,10,2,2,786,1,1,1,734,West,2 out of 10,Magarpatta,Old,1,Garden,Freehold,2021-05-21,52662,67,Freeman PLC,Yes,Under Construction,10,Row House,Rent
1,3,1,0,799,0,1,1,740,West,2 out of 10,Kondhwa,New,1,Main Road,Freehold,2022-08-08,114257,143,Casey-Mcneil,Yes,Ready to Move,9,Villa,Sale
0,7,2,2,1947,2,1,1,1886,West,5 out of 12,Undri,New,3,Park,Freehold,2022-10-03,155760,80,White Group,Yes,Ready to Move,8,Apartment,Rent
0,5,2,0,1104,2,1,1,1035,South,5 out of 12,Bhekrai Nagar,New,1,Garden,Freehold,2020-04-23,153456,139,Wiley Ltd,No,Under Construction,1,Row House,Sale
1,4,2,0,611,2,3,3,537,West,Ground,Undri,Old,2,Garden,Freehold,2021-04-19,34827,57,"Salinas, Myers and Johns",Yes,Under Construction,4,Row House,Rent
2,8,1,2,1581,2,3,3,1551,South,5 out of 12,Bhekrai Nagar,Old,3,Garden,Freehold,2020-09-08,109089,69,Dudley and Sons,No,Ready to Move,11,Apartment,Rent
1,0,4,0,1368,1,1,1,1334,North,2 out of 10,Kondhwa,Old,2,Main Road,Freehold,2020-01-25,168264,123,Davis-Brown,No,Under Construction,1,Row House,Rent
1,8,5,0,1976,1,2,2,1904,North,5 out of 12,Kondhwa,Old,3,Garden,Leasehold,2024-04-24,185744,94,Parsons Inc,No,Ready to Move,12,Row House,Rent
2,7,1,1,1400,0,4,4,1357,West,5 out of 12,Manjari,New,3,Park,Leasehold,2023-11-18,158200,113,Mcdaniel-Smith,No,Under Construction,7,Row House,Rent
2,5,2,0,959,3,2,2,890,West,Ground,Viman Nagar,Old,1,Park,Leasehold,2021-02-24,47950,50,"Rasmussen, Mosley and Wang",Yes,Under Construction,12,Villa,Sale
0,0,4,1,1783,0,1,1,1685,North,1 out of 5,Alandi,Old,2,Park,Leasehold,2022-03-29,137291,77,Pitts-Holt,No,Ready to Move,7,Villa,Sale
1,1,5,2,1489,3,1,1,1418,East,5 out of 12,Kharadi,Old,2,Garden,Leasehold,2024-09-26,218883,147,Hammond-Acosta,Yes,Ready to Move,2,Row House,Rent
2,8,4,1,924,0,3,3,825,North,Ground,Undri,New,1,Garden,Leasehold,2022-05-21,97020,105,Jackson-Gonzalez,No,Ready to Move,4,Villa,Rent
1,2,1,2,1356,3,2,2,1274,North,Ground,Wagholi,Old,3,Main Road,Leasehold,2024-01-30,73224,54,Carroll-Preston,No,Under Construction,9,Apartment,Sale
0,1,5,0,1847,2,3,3,1806,South,Ground,Magarpatta,New,3,Garden,Leasehold,2025-01-17,206864,112,Gonzalez-Vega,No,Ready to Move,6,Row House,Rent
1,0,3,1,1660,0,2,2,1603,South,1 out of 5,Manjari,Old,3,Park,Leasehold,2022-10-24,230740,139,Chandler Group,Yes,Under Construction,6,Villa,Sale
0,8,5,0,1795,2,1,1,1738,East,2 out of 10,Dhomkeel,New,1,Main Road,Leasehold,2023-04-16,269250,150,"Delgado, Lopez and Carroll",Yes,Under Construction,11,Villa,Sale
0,3,3,1,1871,3,2,2,1800,East,Ground,Viman Nagar,New,2,Main Road,Freehold,2022-05-26,232004,124,Rodriguez Group,Yes,Ready to Move,4,Villa,Rent
1,4,4,1,1181,3,4,4,1135,North,1 out of 5,Alandi,Old,3,Main Road,Leasehold,2023-06-26,106290,90,Moran Group,No,Under Construction,5,Villa,Rent
0,4,3,1,897,2,4,4,844,East,5 out of 12,Kondhwa,New,2,Park,Leasehold,2021-10-22,48438,54,"Turner, Diaz and Peck",Yes,Under Construction,8,Row House,Sale
1,1,1,0,835,1,1,1,769,South,Ground,Wagholi,New,3,Main Road,Leasehold,2023-08-28,124415,149,Hodges Inc,Yes,Under Construction,5,Villa,Sale
0,2,5,2,1316,2,4,4,1231,North,5 out of 12,NIBM,New,2,Main Road,Freehold,2024-03-11,115808,88,Rice-Little,No,Ready to Move,12,Villa,Sale
2,8,2,0,1042,1,2,2,942,East,5 out of 12,Magarpatta,Old,3,Garden,Freehold,2020-01-01,69814,67,"Jones, Powell and Herman",Yes,Under Construction,4,Villa,Sale
1,2,5,1,674,2,4,4,614,South,5 out of 12,Magarpatta,New,1,Garden,Leasehold,2023-12-24,82902,123,Garza-Herrera,Yes,Under Construction,7,Apartment,Rent
2,3,4,0,1599,0,4,4,1543,North,1 out of 5,Kharadi,Old,2,Garden,Leasehold,2023-08-24,235053,147,"Hill, Perkins and Thomas",No,Under Construction,12,Row House,Rent
2,2,1,2,1002,2,3,3,952,South,5 out of 12,Bhekrai Nagar,New,3,Garden,Freehold,2022-03-24,114228,114,Hart Ltd,Yes,Under Construction,7,Row House,Rent
2,1,4,1,1576,2,4,4,1501,East,1 out of 5,Undri,Old,1,Main Road,Leasehold,2020-05-04,119776,76,Oneill-Steele,Yes,Under Construction,10,Apartment,Sale
1,6,3,0,693,2,4,4,665,South,2 out of 10,Manjari,New,2,Main Road,Freehold,2023-10-22,53361,77,Sheppard LLC,Yes,Ready to Move,9,Row House,Rent
0,7,5,2,657,2,1,1,561,South,2 out of 10,Viman Nagar,New,1,Main Road,Freehold,2020-08-23,68985,105,"Clark, Knight and Tran",Yes,Ready to Move,10,Row House,Rent
0,1,4,1,787,3,1,1,741,West,1 out of 5,Bhekrai Nagar,New,3,Park,Leasehold,2022-06-29,49581,63,George and Sons,Yes,Under Construction,1,Villa,Sale
2,4,1,2,1344,2,4,4,1310,North,5 out of 12,Alandi,New,2,Garden,Leasehold,2023-11-16,81984,61,James LLC,No,Ready to Move,11,Apartment,Sale
0,5,3,0,1491,3,4,4,1440,South,2 out of 10,Bhekrai Nagar,Old,3,Main Road,Leasehold,2022-01-25,128226,86,"Stanton, Taylor and Blair",No,Under Construction,8,Villa,Rent
1,4,3,0,1706,0,3,3,1648,South,2 out of 10,Manjari,Old,1,Garden,Leasehold,2020-01-31,228604,134,"Bean, Frederick and Taylor",Yes,Ready to Move,1,Row House,Sale
2,1,4,2,1548,0,1,1,1461,South,2 out of 10,Hadapsar,New,3,Garden,Freehold,2021-03-15,164088,106,Gonzalez-Andrews,No,Ready to Move,3,Villa,Sale
1,2,2,2,1657,0,2,2,1559,West,1 out of 5,NIBM,New,2,Garden,Leasehold,2020-11-30,135874,82,Garcia-Landry,No,Ready to Move,6,Row House,Sale
0,4,4,0,787,2,1,1,751,North,5 out of 12,Dhomkeel,Old,1,Main Road,Leasehold,2024-08-23,46433,59,Flores-Herrera,Yes,Under Construction,10,Row House,Rent
2,4,2,1,1961,1,4,4,1882,North,Ground,NIBM,New,3,Main Road,Freehold,2024-08-19,178451,91,Black-Robinson,Yes,Under Construction,6,Row House,Sale
2,1,4,0,1256,0,1,1,1165,North,5 out of 12,Bhekrai Nagar,Old,2,Main Road,Freehold,2025-02-06,121832,97,Bryant Inc,No,Ready to Move,12,Villa,Rent
1,10,3,1,1932,1,2,2,1878,West,2 out of 10,Kondhwa,Old,2,Park,Freehold,2020-01-20,181608,94,Perez-Wheeler,Yes,Under Construction,3,Row House,Sale
0,2,3,1,1660,0,4,4,1567,West,Ground,Alandi,New,3,Park,Leasehold,2020-10-16,230740,139,"Becker, Olson and Smith",No,Ready to Move,2,Apartment,Rent
1,10,1,0,823,1,2,2,731,West,2 out of 10,Wagholi,New,2,Garden,Leasehold,2023-11-10,63371,77,Williams-Choi,No,Ready to Move,9,Villa,Sale
0,8,1,2,1216,0,4,4,1117,South,5 out of 12,Dhomkeel,New,1,Park,Freehold,2023-05-25,98496,81,Williams-Mills,No,Under Construction,2,Apartment,Sale
1,10,2,2,1314,1,3,3,1244,West,2 out of 10,Manjari,New,2,Garden,Freehold,2024-04-16,90666,69,Lyons Group,Yes,Ready to Move,4,Row House,Rent
1,1,2,1,745,3,2,2,672,North,1 out of 5,Manjari,Old,1,Main Road,Freehold,2024-08-27,59600,80,Kemp-Orr,Yes,Ready to Move,11,Apartment,Sale
2,2,4,1,1623,1,1,1,1527,North,2 out of 10,Undri,New,1,Main Road,Leasehold,2024-01-21,207744,128,"Garcia, West and Johnson",No,Under Construction,3,Villa,Sale
0,10,4,1,1228,0,1,1,1191,West,Ground,Kondhwa,New,1,Garden,Freehold,2024-03-11,162096,132,Villa-Macdonald,Yes,Ready to Move,10,Villa,Rent
2,7,1,1,798,2,2,2,772,West,1 out of 5,Wagholi,Old,1,Garden,Leasehold,2023-06-19,92568,116,Gordon Ltd,Yes,Ready to Move,12,Row House,Rent
2,7,1,2,1451,1,2,2,1421,East,1 out of 5,Viman Nagar,Old,2,Park,Leasehold,2023-08-23,120433,83,"Yang, Lopez and Powell",Yes,Ready to Move,2,Row House,Sale
2,3,4,1,488,0,4,4,453,West,5 out of 12,Bhekrai Nagar,Old,2,Park,Freehold,2020-07-31,29280,60,Dixon-Jackson,Yes,Under Construction,11,Apartment,Rent
0,1,5,2,1603,0,4,4,1505,West,1 out of 5,Wagholi,New,3,Main Road,Leasehold,2022-02-09,149079,93,"Delacruz, Clay and Young",No,Ready to Move,5,Row House,Sale
0,1,5,1,976,0,3,3,898,North,5 out of 12,Viman Nagar,New,3,Main Road,Leasehold,2020-03-28,101504,104,Preston and Sons,Yes,Ready to Move,5,Villa,Rent
2,5,3,0,1876,3,1,1,1776,West,1 out of 5,Bhekrai Nagar,Old,3,Garden,Freehold,2023-01-10,251384,134,"Matthews, Welch and Brady",No,Under Construction,5,Row House,Rent
2,1,4,1,1838,1,1,1,1803,West,5 out of 12,Dhomkeel,Old,2,Park,Leasehold,2024-03-22,150716,82,Lewis LLC,No,Under Construction,7,Apartment,Rent
1,6,2,0,1221,1,4,4,1131,East,1 out of 5,Bhekrai Nagar,New,3,Main Road,Freehold,2025-03-07,167277,137,Murray Inc,Yes,Ready to Move,1,Villa,Sale
2,1,4,0,1403,3,1,1,1343,South,Ground,Kondhwa,Old,2,Garden,Freehold,2020-08-31,126270,90,Brown PLC,Yes,Ready to Move,2,Row House,Rent
2,5,3,2,1721,1,3,3,1652,West,2 out of 10,Wagholi,New,2,Main Road,Freehold,2021-09-07,135959,79,Eaton-Stevenson,No,Under Construction,3,Apartment,Sale
2,5,2,0,1483,1,2,2,1454,South,5 out of 12,Undri,Old,1,Main Road,Freehold,2020-03-15,170545,115,"Morris, Sellers and Jackson",No,Ready to Move,10,Row House,Rent
0,7,5,1,1147,3,3,3,1083,South,5 out of 12,Alandi,Old,2,Garden,Leasehold,2020-06-25,147963,129,Rivera-Turner,Yes,Under Construction,9,Row House,Rent
1,0,1,1,991,3,2,2,958,East,1 out of 5,Kondhwa,New,2,Park,Leasehold,2022-07-25,82253,83,Bradley-Hill,Yes,Under Construction,5,Villa,Rent
0,8,5,0,1343,0,3,3,1261,East,1 out of 5,Magarpatta,New,3,Park,Freehold,2020-10-22,181305,135,Clayton-Thompson,Yes,Ready to Move,12,Row House,Rent
1,1,4,1,1450,0,1,1,1429,South,1 out of 5,NIBM,Old,2,Park,Leasehold,2023-07-15,207350,143,Simpson LLC,No,Under Construction,8,Row House,Rent
0,9,2,0,1520,3,2,2,1435,West,Ground,Bhekrai Nagar,New,1,Park,Freehold,2022-05-14,147440,97,Miller-Williams,No,Under Construction,9,Apartment,Rent
2,4,1,0,1063,1,4,4,977,South,Ground,Bhekrai Nagar,Old,1,Garden,Freehold,2022-09-23,82914,78,Clark-Hernandez,No,Ready to Move,1,Apartment,Rent
1,4,5,0,1710,2,3,3,1658,South,Ground,Bhekrai Nagar,Old,3,Park,Leasehold,2023-03-18,177840,104,Mendez PLC,Yes,Under Construction,5,Apartment,Sale
0,0,4,0,781,3,4,4,758,West,5 out of 12,Alandi,Old,3,Park,Freehold,2022-06-21,85910,110,"Johnson, Parker and Medina",No,Ready to Move,5,Apartment,Sale
2,1,1,1,1429,0,3,3,1376,North,5 out of 12,Dhomkeel,New,1,Park,Leasehold,2024-02-03,191486,134,Archer-Petersen,No,Under Construction,11,Villa,Rent
0,6,2,0,1058,0,4,4,991,West,5 out of 12,Dhomkeel,New,3,Garden,Freehold,2021-07-14,53958,51,"Flores, Ruiz and Arnold",Yes,Under Construction,6,Villa,Rent
0,9,2,1,1078,0,2,2,1030,East,1 out of 5,Viman Nagar,Old,2,Garden,Leasehold,2020-02-27,100254,93,"Lee, Foster and Nolan",Yes,Ready to Move,3,Row House,Rent
2,6,4,1,1473,3,3,3,1383,East,5 out of 12,Hadapsar,Old,1,Main Road,Freehold,2020-08-11,147300,100,Brown Group,No,Under Construction,6,Villa,Rent
2,6,3,2,1472,0,2,2,1399,East,2 out of 10,Bhekrai Nagar,New,1,Main Road,Leasehold,2020-03-03,138368,94,Morris-Booth,Yes,Under Construction,1,Apartment,Sale
2,6,1,1,632,0,3,3,590,West,2 out of 10,Kharadi,Old,2,Park,Leasehold,2022-11-08,89744,142,Bailey Group,No,Ready to Move,10,Villa,Rent
1,8,1,1,1023,1,3,3,969,West,2 out of 10,Undri,New,2,Garden,Leasehold,2021-11-23,71610,70,Larson-Henson,Yes,Under Construction,11,Row House,Sale
1,2,2,2,1923,2,1,1,1838,East,Ground,Viman Nagar,New,1,Main Road,Leasehold,2024-11-30,136533,71,"Boyd, Moody and Young",No,Ready to Move,10,Villa,Sale
0,7,2,2,1474,0,3,3,1438,East,5 out of 12,Wagholi,New,2,Main Road,Leasehold,2025-01-02,98758,67,Jones-Costa,Yes,Ready to Move,7,Apartment,Rent
0,5,5,2,1422,1,1,1,1388,North,Ground,Hadapsar,Old,2,Garden,Freehold,2021-01-04,89586,63,Baker-Lopez,Yes,Under Construction,9,Apartment,Rent
1,9,2,1,1508,0,1,1,1464,North,5 out of 12,Hadapsar,Old,2,Main Road,Leasehold,2020-05-11,117624,78,Morris Ltd,Yes,Under Construction,3,Apartment,Rent
1,4,1,2,604,0,1,1,517,North,2 out of 10,Kondhwa,Old,2,Park,Leasehold,2021-10-25,88184,146,Williams-Martin,No,Ready to Move,6,Row House,Rent
1,7,5,2,1602,0,2,2,1561,East,Ground,Kharadi,Old,1,Main Road,Leasehold,2023-08-11,197046,123,Henderson Group,Yes,Under Construction,3,Row House,Rent
1,0,4,0,1458,1,3,3,1417,South,1 out of 5,Undri,Old,1,Garden,Leasehold,2025-02-13,179334,123,Mercado-Ramirez,Yes,Ready to Move,12,Row House,Sale
2,0,2,2,1250,0,1,1,1182,West,5 out of 12,Dhomkeel,Old,2,Park,Leasehold,2022-11-15,123750,99,Nelson and Sons,No,Ready to Move,12,Villa,Sale
